Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U
376,NA,D3,NA,413,5064,5206,5355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,LL-M104,D3,29,414,5072,5219,5369,1.011912336,NA,0.135224775,0.111242449,0.126879599,0.185173696,0.157315523,0.166859081,0.428338617,0.469743302,0.128172526,0.229859951,0.184383801,1.530706477,0.212066203,0.142688134,0.175716064,0.201445206,0.251462328,0.195661087,0.212166131,0.213165473,NA,0.068473658,0.48225593,-0.019893307,0.320119117,0.235055715,0.271022066,0.113793059,0.220809203,0.187461073,0.160755417,0.14735654,-0.099363085,-0.130592309,0.210203807,0.215731845,0.135034324,0.201819888,0.235674141,-0.630208083,NA,1,-0.15957594,0.215607322
377,NA,D3,NA,416,5098,5244,5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,LL-M105,D3,32,417,5113,5258,5413,0.641385384,NA,0.182693156,0.160975977,0.181203525,0.259080916,0.22811127,0.232939894,0.353941806,0.388155039,0.184529879,0.314586589,0.275698287,2.772933347,0.304518047,0.268789271,0.269257188,0.294040534,0.357927497,0.274151006,0.288761286,0.279551399,NA,0.109087935,0.402834022,-0.021181703,0.16722237,-0.116157226,0.346604964,0.164084467,0.32009123,0.278879471,0.372244103,0.210980281,-0.187939964,0.043142791,0.498541367,0.288269135,0.194559258,0.275373279,0.322833768,1.406519763,NA,1,-0.243234162,0.303093116
378,NA,D3,NA,419,5139,5285,5439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,LL-M106,D3,35,420,5150,5299,5456,0.711730878,NA,0.150982348,0.13632653,0.156093893,0.232321829,0.201370954,0.203073933,0.298824467,0.327709868,0.15744952,0.297084941,0.238370598,0.779376103,0.256817318,0.196689354,0.249432758,0.27572601,0.336682768,0.244154987,0.270690011,0.236671058,NA,0.098179142,0.389163842,-0.076161815,0.11396568,0.382651914,0.344896348,0.139774883,0.299225685,0.250991524,0.142996211,0.182531973,-0.372007303,0.03841279,0.256919517,0.275785035,0.171296738,0.245075403,0.284908636,0.996573198,NA,1,-0.325146859,0.282030714
379,NA,D3,NA,422,5179,5327,5468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,LL-M107,D3,38,423,5190,5341,5476,1.133497326,NA,0.204657722,0.191218456,0.219809413,0.336805191,0.310308773,0.300784487,0.387976401,0.425479535,0.225824284,0.383915481,0.337868251,0.546678304,0.33742942,0.196805645,0.273858132,0.306974142,0.386561697,0.328965034,0.3518075,0.283290622,NA,0.158841269,0.399253275,-0.037950552,0.191931985,0.132397503,0.493656142,0.199025613,0.39132722,0.258157177,0.375991527,0.268204497,-0.510542449,0.078486694,0.475625395,0.395603385,0.226790461,0.331267499,0.379963971,-1.661682347,NA,1,-0.427184385,0.375006248
380,NA,D3,NA,425,5205,5370,5513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,LL-M108,D3,41,426,5223,5381,5519,0.880474584,NA,0.234977053,0.20196523,0.226803093,0.30973584,0.302499154,0.280907544,0.440523304,0.483105803,0.225839822,0.388327402,0.327391716,0.416905508,0.309683978,0.29565267,0.288524358,0.329749509,0.432338739,0.314023966,0.3245356,0.305274011,NA,0.156994277,0.567500474,-0.03345421,0.149582346,-3.147134832,0.440518405,0.2048785,0.364075712,0.268584578,0.43599457,0.2407266,-0.291605181,0.062748792,0.308162383,0.351155867,0.22688694,0.334083177,0.388169173,-1.499250207,NA,1,-0.26712639,0.385180835
381,NA,D3,NA,428,5253,5407,5538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,LL-M109,D3,44,429,5262,5420,5548,1.236703008,NA,0.169233024,0.148302266,0.172348227,0.234518403,0.213762038,0.194769212,0.254891473,0.27953016,0.181212735,0.308665175,0.299961599,0.282630444,0.254190312,0.252546178,0.189488553,0.196443358,0.290435317,0.234825275,0.264688004,0.254087913,NA,0.10435502,0.571566132,-0.030193644,0.119675476,0.042048624,0.403485477,0.155559709,0.234724974,0.164132189,0.40049658,0.190982527,-0.169132927,0.035819221,0.271041691,0.318662729,0.18053537,0.261601718,0.30951796,0.450320745,NA,1,-0.068039978,0.313508531
170,LL-M110,D3,47,432,5301,5455,5572,1.294551312,NA,0.242188338,0.191481539,0.220448393,0.265378315,0.270237346,0.210089318,0.418498798,0.458952332,0.224511352,0.445491008,0.363866229,0.285202053,0.273356685,0.269416795,0.25857492,0.281960668,0.374617374,0.313616067,0.309937113,0.302413018,NA,0.129497936,1.035656992,-0.019323212,0.260986342,0.055841158,0.422834637,0.201150607,0.264233726,0.208866663,0.261328346,0.2204358,-0.192178291,0.084582157,0.211330534,0.396051177,0.211226048,0.304484642,0.353746624,0.12255136,NA,1,-0.244754352,0.363245708
382,NA,D3,NA,434,5325,5480,5595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,LL-M111,D3,50,435,5335,5491,5608,3.362254241,NA,0.202537804,0.154607866,0.171016575,0.196765138,0.197514154,0.167286546,0.255241869,0.279914427,0.17674298,0.333522282,0.313730767,0.197026419,0.253605903,0.21712724,0.200534885,0.230305201,0.301322671,0.276377694,0.249297244,0.275989807,NA,0.103328093,0.299439956,-0.026940479,0.068347283,0.066825819,0.402685648,0.155118504,0.258316705,0.183414423,0.223174127,0.193855715,-0.130100522,0.048904701,0.173658565,0.372646041,0.167555775,0.247894649,0.284535328,-1.252673891,NA,1,-0.300130255,0.30612224
383,NA,D3,NA,437,5370,5516,5617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,LL-M112,D3,53,438,5386,5528,5624,3.228958034,NA,0.184981568,0.167254856,0.187853833,0.195393148,0.212398651,0.165703761,0.270362011,0.296496133,0.194041955,0.337600096,0.349538803,0.169902978,0.235116934,0.224024121,0.321906247,0.357225787,0.429907769,0.274693357,0.229083953,0.265159241,NA,0.111742986,1.135806728,-0.057209511,0.123651653,-0.177427288,0.453474828,0.170500299,0.198305107,0.205596874,0.148162949,0.177083962,-0.199328144,0.040932932,0.160157675,0.436978128,0.183919299,0.25589017,0.290955124,-3.622173606,NA,1,-0.269253994,0.280764344
384,NA,D3,NA,440,5409,5553,5648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,LL-M113,D3,56,441,5438,5563,5653,1.221645453,NA,0.244701363,0.209855417,0.239426888,0.292855705,0.327637525,0.27302162,0.321202189,0.352250698,0.245598054,0.439438141,0.449643189,0.196749949,0.333862513,0.318411906,0.292367905,0.345555058,0.400309706,0.359598576,0.359989069,0.416258852,NA,0.187311967,1.089873367,-0.042716435,0.180208232,0.18236251,0.516023081,0.222275528,0.319090945,0.287594455,0.362310623,0.259347511,-0.3110024,0.127471905,0.203699029,0.493938071,0.233000402,0.318454704,0.358668316,-3.005933673,NA,1,-0.286033042,0.381329027
385,NA,D3,NA,443,5482,5581,5669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,LL-M114,D3,59,444,5494,5591,5680,1.392461927,NA,0.333604707,0.30188487,0.331532756,0.378715338,0.45450507,0.31722336,0.400382623,0.439084985,0.348421989,0.720348815,0.619861648,0.274764176,0.36673224,0.389860881,0.616402773,0.684631429,0.693077789,0.507262438,0.433732285,0.40573565,NA,0.26866969,0.850409476,-0.129241486,0.179034109,0.307910187,0.607485147,0.312601946,0.352066155,0.315747796,0.581777734,0.309994499,1.057462475,0.227885646,0.304814789,0.639597141,0.325453837,0.391520069,0.431106322,-8.664341172,NA,1,-0.363381625,0.449553523
386,NA,D3,NA,446,5514,5620,5701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,LL-M115,D3,62,447,5529,5632,5712,1.248627369,NA,0.249221362,0.216930522,0.257528646,0.365493878,0.322379981,0.320138655,0.347628893,0.381231898,0.276088285,0.568730608,0.455428986,0.387975675,0.461852371,0.3100736,0.589989338,0.628713733,0.637266565,0.393342726,0.375615131,0.346047633,NA,0.170787134,0.596258994,-0.029947578,0.514628196,0.138796521,0.500196478,0.254338448,0.435064255,0.248333014,0.493998946,0.30562838,-0.308274517,0.069018617,0.280691466,0.424626655,0.306430832,0.352006255,0.38040579,1.528949378,NA,1,-0.43687762,0.375551315
387,NA,D3,NA,449,5561,5654,5752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,LL-M116,D3,65,450,5576,5663,5781,1.053116664,NA,0.169908095,0.153998488,0.189892001,0.355979744,0.256292133,0.303643434,0.360289516,0.395116341,0.205942744,0.709146207,0.377402734,0.643171098,0.72781594,0.222186122,0.49309161,0.537897507,0.583669888,0.408156811,0.343766818,0.222164616,NA,0.108366234,2.922533948,-0.018221696,-0.355319666,0.071699431,0.435621489,0.184995033,0.783833593,0.520696169,-0.290051519,0.226666641,-0.16773523,0.037806286,0.54323964,0.338161865,0.249563161,0.257707724,0.273964028,-0.694552857,NA,1,3.618411412,0.354211522
388,NA,D3,NA,452,5599,5690,5807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,LL-M117,D3,68,453,5605,5702,5824,-0.967596139,NA,0.293512812,0.211390274,0.226017376,0.381596808,0.444955226,0.627115042,-0.058252999,NA,0.255114226,-3.09206897,0.378795901,10.95565087,-0.924007307,0.342492068,0.402671843,0.394561047,0.509145858,0.321115582,0.369515554,0.247547878,NA,0.076651439,1.200308247,-0.001550034,0.073750909,0.063995705,0.399227372,0.228408319,0.440028795,0.251353034,-0.08360278,0.255458681,-0.052744918,0.022068542,0.421614342,0.342481183,0.286765193,0.27590775,0.287594104,-0.234625078,NA,1,-0.668149963,0.388064542
389,NA,D3,NA,455,5612,5726,5866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,LL-M118,D3,71,456,5627,5738,5878,0.824946476,NA,0.706093478,0.602331597,0.609435894,0.845347681,0.71197432,0.861498172,0.536075677,0.587894598,0.725014367,1.112584957,0.829938,1.062776222,0.949006746,0.768526182,1.102306433,1.296850627,1.012328409,0.842877269,1.065555636,0.732416857,NA,0.48356357,1.308759117,-0.078128544,1.07782141,0.166121537,0.555342362,0.636699453,0.760061589,0.647628346,2.128051424,0.733797578,-5.187020481,0.375948963,0.71581216,0.652466294,0.739811579,0.636711118,0.637783516,-2.033172974,NA,1,-0.554624856,0.861558898
390,NA,D3,NA,458,5652,5763,5907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,LL-M119,D3,74,459,5659,5777,5932,0.814484422,NA,0.715504194,0.653332363,0.645370659,0.947934991,0.746844379,0.883117243,0.515548533,0.565383229,0.776563239,1.114457056,0.84425268,1.393746711,1.010134129,0.819995748,1.271089199,1.434044617,1.140266686,0.917157986,1.172111413,0.876412399,NA,0.466365354,1.16320906,-0.068409513,0.268883075,0.704244198,0.541382478,0.695200467,0.800501377,0.610438775,-4.196055189,0.842633295,76.58303549,0.453407417,0.664375587,0.615687597,0.789528418,0.634199437,0.629439462,-2.385179693,NA,1,-0.425701419,0.845723139
391,NA,D3,NA,461,5678,5799,5963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,LL-M120,D3,77,462,5686,5811,5973,0.811536819,NA,0.3256869,0.314410736,0.344567944,0.633986241,0.479618568,0.5276769,0.473692117,0.519480828,0.373213677,0.641003784,0.497894728,0.634884571,0.528118659,0.435408248,0.446502653,0.486703122,0.511155962,0.468875665,0.574955804,0.456536354,NA,0.240228056,1.290515635,-0.120063761,0.40966418,0.121518329,0.539951424,0.340425156,0.471499463,0.329343375,163.4954516,0.432668379,-0.875245063,0.143170148,0.336792374,0.509334418,0.441205247,0.34261528,0.344356019,-1.125733154,NA,1,-0.423139457,0.501387935
392,NA,D3,NA,464,5703,5835,5998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,LL-M121,D3,80,465,5709,5847,6010,0.974133645,NA,0.385001221,0.337492942,0.396611118,0.760606742,0.571668004,0.636669251,0.494356538,0.542142743,0.431006361,0.768862233,0.623380553,0.612542217,0.675025802,0.480126558,0.476521971,0.519108485,0.525440068,0.542048864,0.636117049,0.446777493,NA,0.294212231,1.104695448,-0.096155264,0.120288699,3.750752765,0.621280491,0.384382503,0.663107038,0.361381315,1.073060662,0.450120408,-1.485613246,0.185816623,0.359572667,0.582995157,0.515692579,0.404416258,0.406271293,-1.44744915,NA,1,-0.4854901,0.603989445
393,NA,D3,NA,467,5735,5874,6030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,LL-M122,D3,83,468,5744,5888,6046,0.968151241,NA,0.596645941,0.502342608,0.537488358,0.903430393,0.719427852,0.890938186,0.627917458,0.688614121,0.620467737,1.187459511,0.814312486,0.662483977,1.098422121,0.679921033,0.773924161,0.884504566,0.816074692,0.821265032,0.976283016,0.630560322,NA,0.421114062,1.276117943,-0.080490472,0.44566445,0.090045082,0.664901999,0.57053705,0.84793398,0.566413822,1.725033649,0.818198872,1.494332656,0.17020558,0.416780564,0.746879119,0.669858385,0.532540351,0.50572898,-1.710328037,NA,1,-0.487666268,0.78063316
394,NA,D3,NA,470,5763,5914,6081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,LL-M123,D3,86,471,5780,5926,6089,0.793241009,NA,1.07802265,0.787012896,0.765443031,1.008507327,0.827320957,1.111323364,0.516444113,0.566365379,0.96860612,1.404341998,1.108848204,0.614047839,1.569839021,1.003479945,1.280095436,1.42278067,1.504402479,1.145069435,1.203188764,2.113469105,NA,0.553399375,1.446893868,-0.10168442,1.418648057,0.354970951,0.693414674,0.870407973,0.989886651,0.929796869,1.891644316,1.114282947,6.012887917,0.324673942,0.566971761,0.894424089,0.944307256,0.728585763,0.675382413,-1.985174567,NA,1,-0.580915954,0.976150593
395,NA,D3,NA,473,5800,5954,6115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,LL-M124,D3,89,474,5809,5967,6127,0.757579932,NA,1.825481434,1.266640884,1.095968336,1.367484158,1.155111212,1.726439086,0.691729812,0.758594797,1.516597094,1.821020654,1.59885233,0.722515284,2.291842779,1.427586799,1.891531748,2.263524536,2.161350025,1.730721937,2.086975832,3.116200838,NA,0.947097879,1.98229251,-0.112096776,1.652610906,-2.36436913,0.688532882,1.366998146,1.391556031,1.354915839,5.208270465,2.097850102,0.78327749,0.365714082,0.805808218,1.125988301,1.271035153,1.005907401,0.908472701,-3.044033356,NA,1,-0.494105185,1.382474348
396,NA,D3,NA,476,5835,5992,6154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,LL-M125,D3,92,477,5845,6007,6163,0.844219749,NA,4.063064826,2.587624387,1.632775324,1.865508361,1.560675286,2.252781034,0.319057087,0.349898244,2.69083459,2.180469315,2.702017705,1.186001927,3.805081909,2.508699863,2.923847084,3.419007316,2.949885604,2.818235793,3.625309165,5.011814773,NA,1.607352179,1.781339884,-0.211935234,2.338573267,0.881035602,0.6973245,2.410493175,2.144375348,2.467048261,7.773252607,2.965322971,0.830880683,1.132814198,1.374094512,1.532213104,1.993145472,1.416421398,1.291256637,-4.879456993,NA,1,-0.401353707,2.003759877
397,NA,D3,NA,479,5864,6035,6188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,LL-M126,D3,95,480,5873,6049,6206,0.538829675,NA,1.555264465,2.041540157,1.19933494,1.279859724,1.167534031,2.103984794,0.393019661,0.431010294,1.7293442,1.494286297,1.813246426,0.784111895,1.80303011,1.743852344,2.098633765,2.090262159,1.726803816,1.880759615,1.978452324,3.87367872,NA,4.527335482,3.937272772,0.155879436,1.71144338,-4.097925435,0.60818977,1.652197164,0.903536209,1.267438338,0.720997074,1.914375565,0.362337197,-0.124574811,0.891760207,0.957785391,1.434035911,1.024618077,0.956046297,0.462986889,NA,1,-0.221967658,1.323938148
398,NA,D3,NA,482,5905,6074,6221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,LL-M127,D3,98,483,5914,6087,6230,0.537971889,NA,0.350478771,0.536812256,0.446097794,0.698886568,0.59202917,1.128233283,0.914955434,1.003398176,0.506754195,0.812061127,0.709411078,0.26750808,0.58611419,0.513937865,0.769271599,0.767293093,0.834381804,0.701177321,0.598268837,1.099769502,NA,1.027092369,0.927676726,0.060153268,0.223926079,0.172057891,0.762223648,0.516976166,0.368137052,0.353507155,0.26123222,0.631920837,0.38629737,-0.066693165,0.41384696,0.661159204,0.56693292,0.422915737,0.429315105,0.107747938,NA,1,-0.294055315,0.503657148
399,NA,D3,NA,485,5936,6114,6259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,LL-M128,D3,101,486,5958,6126,6266,0.505690311,NA,0.246376788,0.334385829,0.281836196,0.414179356,0.343068022,0.554336228,0.471756705,0.517358332,0.299861053,0.38664608,0.504010931,0.096993919,0.390051792,0.480782775,0.203222419,0.202608744,0.400954951,0.472464837,0.369184883,0.48955421,NA,0.665404416,0.347564234,0.015559847,0.322686917,0.243094194,0.675019782,0.306674123,0.256535701,0.207818837,0.175453453,0.354747226,0.172163132,-0.039307586,0.1980317,0.535924074,0.318518188,0.283760144,0.306272209,0.067208836,NA,1,-0.266138651,0.321901127
400,NA,D3,NA,488,5983,6149,6281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,LL-M129,D3,104,489,5992,6162,6292,0.460146969,NA,0.27415518,0.366644571,0.324851489,0.416468693,0.395556389,0.597289339,0.522389438,0.572885399,0.36541158,0.529795154,0.598176348,0.185514193,0.462984553,0.476501543,0.45574425,0.453179091,0.550897103,0.547262671,0.406494834,0.521590346,NA,0.720762982,0.48402623,0.02623459,0.363671789,0.231468273,0.622209648,0.354682978,0.343155448,0.260772266,0.211758698,0.429335105,0.458695007,-0.053187979,0.301792507,0.554604745,0.391329417,0.338056556,0.386298478,0.086982001,NA,1,-1.809255918,0.336676582
401,NA,D3,NA,491,6027,6185,6313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,LL-M130,D3,107,492,6043,6197,6322,0.452381117,NA,0.249225957,0.319280685,0.277421776,0.365216671,0.344496269,0.548251972,0.478429039,0.524675636,0.302341955,0.406719379,0.450907681,0.157382372,0.38517264,0.399021553,0.304696502,0.311921225,0.349845263,0.436567201,0.33777342,0.435284825,NA,0.623469863,1.699069414,0.022034525,0.147818133,0.110801087,0.663781996,0.297856572,0.315036026,0.224581179,0.206899828,0.41341696,-0.866862322,-0.047863265,0.274483812,0.595537827,0.329952175,0.311237371,0.37853187,0.078060426,NA,1,0.491471983,0.282932832
402,NA,D3,NA,494,6071,6220,6339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,LL-M131,D3,110,495,6078,6234,6351,0.450939696,NA,0.251125531,0.319418796,0.262226151,0.336539571,0.290861467,0.380938459,0.611542605,0.670656418,0.296617188,0.333493935,0.406339889,0.088040634,0.376825546,0.412795159,0.166602066,0.16616479,0.338990635,0.397946594,0.314122693,0.450037433,NA,0.537276634,0.881278569,0.025222949,0.069180392,-0.079780309,0.656631551,0.281174457,0.339837959,0.157487189,0.508225516,0.37932848,-1.365142351,-0.039978796,0.242158714,0.559036211,0.304747145,0.301698548,0.38422683,0.079592852,NA,1,0.152578137,0.261441492
403,NA,D3,NA,497,6132,6256,6362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,LL-M132,D3,113,498,6157,6266,6367,0.451665447,NA,0.251417291,0.320935373,0.28700667,0.366455166,0.360942457,0.500219082,0.453620417,0.497468928,0.325253626,0.387185263,0.525376528,0.176081268,0.368880981,0.376721707,0.215902109,0.222732101,0.309358865,0.370027706,0.297545824,0.360742099,NA,0.657436624,1.658662505,0.026866181,0.105483192,-0.125829717,0.697178988,0.309025747,0.323746593,0.200516171,0.207355694,0.37235587,0.519449403,-0.143825834,0.320121021,0.581685927,0.35333351,0.323732126,0.429429113,0.084766258,NA,1,0.202418935,0.241807969
404,NA,D3,NA,500,6190,6289,6385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,LL-M133,D3,116,501,6212,6300,6392,0.516776981,NA,0.21297956,0.305628799,0.266981582,0.364187726,0.348428784,0.535050906,0.589015068,0.645951291,0.290184741,0.39267841,0.507791233,0.175159376,0.331326046,0.34046641,0.396023176,0.405515297,0.475691207,0.398672346,0.267030375,0.406042632,NA,0.48061931,1.29010412,0.016227918,0.101163929,-0.09442647,0.694840463,0.274973935,0.264343927,0.217967103,0.315742766,0.334052112,0.548676082,-0.061160761,0.280570818,0.604093405,0.352432555,0.305587848,0.423168033,0.065841433,NA,1,0.143305429,0.283294292
405,NA,D3,NA,503,6231,6331,6429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
