Entry,CoreID,Drive,DepthDrive,SedDepth,AgeLo,AgeMed,AgeHi,Li,Be,B,Na,Mg,Al,Si,P,K,K_NoNeg,Ca,Sc,Ti,V,Cr,Mn,Fe,Fe_1,Co,Ni,Cu,Zn,Ge,As,As_1,Se,Se_2,Se_1,Rb,Sr,Zr,Mo,Ag,Cd,In,Sn,Sb,Cs,Ba,La,Ce,W,Tl,Pb,Bi,U,ResMinMatterPct,DensDB,SedRate,OrgPct,S_V,C_V,AdAl_v,AdAl_s,L8,Bd35,C_pct,C_mol,N_pct,N_mol,CN_pct,CN_mol,d13C,HasLignin,HasMetals,HasCN,HasLOI,HasBDens
263,LL-M210,D5,50,705,9394,9656,10133.046,1.927299273,0,27.50141656,183.4894513,3608.185853,7084.364907,4096.611011,357.298404,45.76235716,45.76235716,6468.333176,4.752244782,287.7748229,87.56451034,14.21273208,65.56337709,14916.76834,16764.86354,7.568389838,21.86912645,180.4092927,60.28310511,0,-0.580829918,1.949300406,4.53223345,3.273768628,-4.255019171,2.609334404,23.32120125,1.6676859,1.284866182,1.386071395,1.095656436,0.005324274,-0.015268786,0.023937233,0.166328567,48.40249315,8.360430636,14.78476154,1.245264142,0,2.288117858,-0.00154448,2.239715365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
264,LL-M211,D5,53,708,9406,9691,10194,2.068544072,0,24.36914934,189.8526751,3730.935655,7367.417242,4514.904412,361.7590774,51.47746663,51.47746663,5950.606234,4.72270336,271.5554432,75.56325376,13.22356941,60.92287335,11665.0773,12656.84501,5.620016999,19.03249454,171.9064023,52.89427763,0,-1.605719142,1.629332659,-3.811221612,2.092157589,-3.612868071,2.696663619,21.48830029,1.652946176,1.005935816,0.552556293,1.010658519,0.006517331,-0.014876516,0.020449306,0.177573646,48.64384461,8.453639015,15.39601295,1.090944476,0,2.337738163,-0.003490078,1.634055363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
265,LL-M212,D5,56,711,9419.977,9727,10258.023,2.345994087,0,19.01677025,198.1654096,3923.319656,7686.68517,4229.898429,366.117259,56.87258392,56.87258392,5687.258392,4.709760856,281.2527002,77.31116876,13.95155574,63.98165691,10841.33631,11685.53873,5.776121804,20.03869949,154.1780205,49.76351093,0,-1.133008508,1.87057483,-4.376523059,2.248244333,0.773111688,2.834742855,20.39415314,1.519564352,0.8619751,0.693134616,0.848645588,0.00519851,-0.012485309,0.00964168,0.175060922,49.31919387,8.930772943,16.12870935,1.088576802,0,2.434857499,-0.001492905,1.426257769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
266,LL-M213,D5,59,714,9433,9762,10314.069,2.589742531,0,16.88389019,213.6867352,4194.591468,8441.945094,4440.814867,393.9574377,99.80841335,99.80841335,5759.868788,5.45208954,302.9427172,72.98765029,14.64149852,70.34954245,11124.0214,12091.32761,5.935742644,21.19279966,155.208678,50.12404899,0,-1.11240214,1.609245783,3.688954132,1.345434999,5.759868788,3.073395636,20.35739885,1.354228692,0.870575588,0.910147205,0.839797663,0.007958292,-0.005408121,0.009980841,0.193461242,48.80499507,11.82751682,21.85232662,0.905750359,0,2.435852907,-0.00309538,1.437768774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
267,LL-M214,D5,62,717,9448.977,9795,10372.023,2.813281853,0,13.18859681,226.5184323,4367.652192,8735.304384,4277.729941,397.3707092,370.3940339,370.3940339,5566.615539,5.780716136,313.0150737,69.79679483,15.50088327,75.36341037,12075.27371,13017.31634,6.037636853,20.59647749,146.0166076,46.67393028,0,-1.104759084,2.205236156,-3.168688845,-0.052668747,-8.863764742,3.301431216,18.66957211,1.327423705,0.817864283,1.789880996,0.732224044,0.005823536,0.015672164,0.006123277,0.212815994,48.38673507,11.09041096,20.63929761,1.747060877,0,2.560643148,0.003361379,1.263193526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
268,LL-M215,D5,65,720,9464,9833,10426,3.042267734,0,11.88700638,244.9932162,4674.212678,9429.015229,4230.968372,423.0968372,392.4726852,392.4726852,5641.291163,5.80247091,317.5241026,61.65125342,15.99708994,82.20167123,12531.72537,12974.96967,6.568074711,22.20251022,140.6293297,45.53327867,0,-1.063786334,1.563443551,-4.150378498,2.264575453,2.91735343,3.606396851,18.73714565,1.261231524,0.805898738,1.688357855,0.67695494,0.006568075,-0.005520406,0.008864886,0.217592659,45.1303293,10.67815827,20.06687856,0.697102408,0,2.558728492,0.001071845,0.987225953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
269,LL-M216,D5,68,723,9478,9867,10486.023,3.440879708,0,10.7022667,240.2961768,4886.69536,9692.618896,4159.748943,452.3222152,448.283624,448.283624,5896.343162,6.300202283,345.7034073,74.31007821,18.25443225,80.36796502,13004.26369,13690.82419,7.754095117,26.25084284,151.0433111,47.25151712,0,-0.585595725,1.77294154,-3.069329317,1.033879349,2.907785669,4.119363031,19.99102647,1.453892834,0.83598838,2.205070799,0.613865863,0.011106126,-0.0117523,0.005775185,0.235853726,50.88624921,11.79268632,22.73726849,0.872335701,0,2.818936662,0.003327799,1.385236784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
270,LL-M217,D5,71,726,9489,9902,10539.023,3.675399367,0,10.92686298,246.0454462,5043.167531,10124.54088,3973.404722,427.9051239,481.3932643,481.3932643,6265.753599,6.265753599,393.5198907,87.87337365,21.08960968,82.5245596,14250.76886,15014.88515,7.870397814,25.0630144,147.0923863,45.08286126,0,-0.260563656,2.414607485,-2.880718423,0.262856005,-1.455641537,4.546491941,21.08960968,1.635208866,1.111789206,2.082216897,0.550163731,0.009016572,0.002193014,0.010009923,0.240696632,51.1957916,10.77403973,20.13446431,0.702986989,0,3.033541682,0.003973405,1.501488515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
271,LL-M218,D5,74,729,9502,9938,10595,3.286518264,0,14.95115105,232.4721657,4877.357202,9754.714405,4530.928093,401.5842706,474.0608869,474.0608869,7065.330527,6.700668306,451.2694982,115.7802551,22.47230935,77.94654968,18050.77993,19327.0977,8.022568856,26.07334878,154.0697883,46.95026092,0,0.770348941,4.134357928,-1.011937663,-0.222443955,-8.250482744,4.08877515,24.66028268,1.800519715,2.01475877,1.937268048,0.665508553,0.010438456,0.003614714,0.019235932,0.224723094,54.24350533,12.3985155,22.88255435,1.080311829,0,3.163444765,0.002652918,2.001083936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
272,LL-M219,D5,77,732,9516,9973,10646,2.672539098,0,20.28225767,207.8137363,4310.546933,8303.474617,4296.934679,353.4648485,402.9227027,402.9227027,7622.861944,5.898643171,384.7730315,152.4572389,19.55627082,72.1449434,19374.77411,21189.74124,11.61578963,42.01648905,184.2191636,62.61636597,0,2.463817878,6.806126736,-0.179681746,1.955627082,10.02769339,3.289627922,28.54035811,1.81496713,3.226104073,1.787742623,0.893871311,0.007532114,0.008530346,0.032079544,0.199192642,58.07894814,10.34531264,18.60341308,1.007306757,0,2.795049379,-0.005626398,2.795049379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
273,LL-M220,D5,80,735,9528,10006,10693,2.543172435,0,19.26079123,210.8402147,3880.207943,6731.927033,4459.901659,337.0638466,83.21409804,83.21409804,7059.173486,4.132655206,312.7541101,110.7962991,13.83785001,53.29442234,11593.87433,12201.61775,6.731927033,21.87876286,192.1404174,65.91678553,0,2.664721117,5.516440207,-2.767570002,1.790505593,0.752666842,2.889118685,24.40323549,0.991089258,3.005992418,1.94945387,0.949014714,0.005002196,-0.005469691,0.031275411,0.191672922,50.48945275,9.11615119,16.40907214,0.963039562,0,2.547847384,-0.013791101,1.954128819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
274,LL-M221,D5,83,738,9547,10040,10739.023,2.884092061,0,20.41104953,186.1745994,4089.384265,6636.281483,3587.17918,365.8922763,362.3050972,362.3050972,6815.640442,4.483973975,341.4994579,122.681528,15.92707556,58.82973855,15891.20377,17039.1011,9.685383786,39.45897098,220.2528016,74.61332694,0,3.221286904,5.667743104,1.330843476,2.948661286,5.954717439,3.314553562,23.38840825,1.467156285,3.802409931,1.309320401,0.950602483,0.009900615,0.005488384,0.033253151,0.223481263,46.63332934,9.111435117,16.57276781,0.749720449,0,2.722668998,-0.003766538,2.71190746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
275,LL-M222,D5,86,741,9558,10075,10795,3.241993009,0,19.64266352,206.4386725,5530.458662,7008.426063,4276.570189,432.4246557,437.1922925,437.1922925,7580.542476,5.339753191,360.4333404,93.92244452,15.685525,77.2357158,16829.75782,18546.10706,7.151455166,30.13146443,171.1581603,60.0722234,0,0.910618625,3.942835615,6.913073327,1.058415365,1.821237249,3.952370889,21.54971823,2.503009308,3.456536664,1.1537681,0.915386261,0.007675895,-0.007199132,0.024076566,0.297977299,39.42835615,9.296891716,17.3065215,1.010738997,0,2.674644232,-0.009487597,2.650806048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
276,LL-M223,D5,89,744,9572.954,10111,10847.069,3.171422497,0,12.91253176,256.0694643,4187.848138,7939.462096,4275.094975,355.5308576,554.01741,554.01741,5409.303845,4.754952574,308.417566,43.62341811,14.13398747,59.76408281,9030.047548,9902.515911,5.627420936,24.90897174,140.4674063,35.68395601,0,0.417039877,3.568395601,-7.37235766,1.579167736,-0.011516582,5.278433591,17.40574383,1.491920899,2.102648753,1.147295896,0.55401741,0.007677722,-0.012781662,0.015050079,0.290968199,35.24772183,10.86223111,20.32851284,0.615090195,0,3.162697813,0.000911729,3.328466802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
277,LL-M224,D5,92,747,9584,10146,10896,3.928155379,0,4.783793184,329.8094813,3830.92381,9373.123231,4083.725889,474.4900557,583.3894127,583.3894127,4667.115302,4.550437419,306.8628311,28.74165173,14.15691641,60.67249892,7311.813972,7895.203385,5.367182597,17.34611187,88.28626446,30.5307126,0,0.0532829,2.55913489,-0.00622282,0.075840624,-0.05639431,5.250504714,14.35137955,1.275678182,1.135664723,1.859067595,0.28508296,0.007934096,-0.009334231,0.007272921,0.294806117,35.00336476,12.91235233,25.28020788,0.25474671,0,2.520242263,0.012640104,1.715164873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
278,LL-M225,D5,95,750,9594.977,10180,10950.023,4.143061658,0,2.248584746,382.4364607,3824.364607,10304.53797,3966.007741,541.784986,559.4903777,559.4903777,4638.812626,3.966007741,242.2097585,17.17422995,12.18130949,68.34281196,7542.496864,8392.355666,7.011335113,17.52833778,44.26347925,21.10482691,0,-1.211048792,1.062323502,-1.975921714,0.740085373,-0.587819004,5.347028294,13.59774083,1.395184866,0.782578313,1.543910156,0.099504301,0.006055244,-0.005701136,0.002680596,0.270538385,30.24080902,10.37535954,21.35270239,0.251416562,0,2.252125824,0.012252131,0.527620673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
279,LL-M226,D5,98,753,9612,10217,11003,3.91701433,0,2.286422355,343.6371517,8040.66015,9612.856269,4761.508245,583.9585584,655.8303809,655.8303809,12352.9695,4.285357421,231.3374289,13.34120706,12.21820984,114.9949161,7187.182257,7860.980593,6.109104918,15.18292252,36.74446929,17.29415731,0,-2.012411032,0.94780966,-3.485783395,0.808558004,1.617116008,5.435306582,14.23960485,2.578401635,0.66032237,2.178614622,0.119936104,0.006064185,-0.010017135,0.003216264,0.269070136,29.60220692,10.42141427,21.47170699,0.300064859,0,2.241502466,0.007097342,0.347230743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE
280,NA,D1,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.13456464,NA,NA,68.86543536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE
281,NA,D1,NA,132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.41176471,0.0377,0.00377,70.58823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
282,NA,D1,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.62025316,0.04145,0.004145,70.37974684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
283,NA,D1,NA,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.27272727,0.0366,0.00343125,72.72727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
284,NA,D1,NA,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.47058824,0.03215,0.003215,73.52941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
285,NA,D1,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.7258567,0.03465,0.003465,72.2741433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
286,NA,D1,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.82926829,0.03155,0.003053226,73.17073171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
287,NA,D1,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.10622711,0.03105,0.003004839,72.89377289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
288,NA,D1,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34730539,0.03165,0.003391071,73.65269461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
289,NA,D1,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.84856397,0.0315,0.003258621,74.15143603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
290,NA,D1,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.68093385,0.0273,0.002641935,74.31906615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
291,NA,D1,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.43678161,0.0328,0.003393103,73.56321839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
292,NA,D1,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.25482625,0.0308,0.002980645,73.74517375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
293,NA,D1,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.41530055,0.03275,0.003070313,71.58469945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
294,NA,D1,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.91519435,0.02825,0.003138889,72.08480565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
295,NA,D1,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.36879433,0.03075,0.003075,71.63120567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
296,NA,D1,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.34920635,0.03005,0.003219643,73.65079365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
297,NA,D1,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.86885246,0.0291,0.003117857,72.13114754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
298,NA,D1,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.08011869,0.03095,0.003201724,70.91988131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
299,NA,D1,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.72972973,0.0315,0.003048387,70.27027027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
300,NA,D1,NA,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.20634921,0.03095,0.003095,70.79365079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
301,NA,D1,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.38853503,0.03175,0.003072581,72.61146497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
302,NA,D1,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.55145119,0.03385,0.003385,70.44854881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
303,NA,D1,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.11363636,0.0349,0.003377419,69.88636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
304,NA,D1,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.57142857,0.0305,0.002951613,71.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
305,NA,D1,NA,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.69791667,0.0341,0.003147692,76.30208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
306,NA,D1,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.27365729,0.0323,0.002392593,76.72634271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
307,NA,D1,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.89937107,0.031,0.000885714,76.10062893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
308,NA,D1,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.39593909,0.0354,0.00110625,73.60406091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
309,NA,D1,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.32394366,0.0337,0.001087097,72.67605634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE
